invoice_id,vendor,category,amount_czk,issued_on,due_on,po_number,cost_center,approver,is_anomaly,anomaly_type
INV-003521,DHL Express,logistics,26326.21,2025-11-03,2025-11-29,PO-91277,CC-305,jnovak,0,
INV-003522,Microsoft Ireland Operations,cloud,40772.9,2025-11-11,2025-12-10,PO-47819,CC-369,jnovak,0,
INV-003523,Kinstellar s.r.o.,legal,58850.3,2025-10-08,2025-10-28,PO-25842,CC-356,msrnec,0,
INV-003524,JetBrains s.r.o.,software,9474.05,2025-04-22,2025-06-04,PO-46303,CC-365,jnovak,0,
INV-003525,Pražská plynárenská a.s.,utilities,20052.69,2025-12-23,2026-01-23,PO-71067,CC-113,jnovak,0,
INV-003526,PPL CZ s.r.o.,logistics,6958.6,2025-10-29,2025-11-21,,CC-310,ldvorak,0,
INV-003527,Havel & Partners,legal,65304.43,2025-03-28,2025-04-17,PO-71353,CC-129,ldvorak,0,
INV-003528,Office Depot s.r.o.,office_supply,3448.88,2025-12-10,2026-01-19,PO-92188,CC-300,ldvorak,0,
INV-003529,Kinstellar s.r.o.,legal,35961.25,2025-09-01,2025-09-29,PO-82977,CC-113,kvarga,0,
INV-003530,Makro Cash & Carry,catering,7089.75,2025-08-22,2025-09-12,PO-18647,CC-364,ldvorak,0,
INV-003531,Engie Services a.s.,facility,31395.86,2025-09-16,2025-10-04,PO-82120,CC-160,ldvorak,0,
INV-003532,Google Cloud EMEA,cloud,42324.84,2025-06-16,2025-07-25,PO-14102,CC-163,tklimes,0,
INV-003533,Manpower Group s.r.o.,hr_services,118682.88,2025-05-05,2025-06-07,PO-20545,CC-252,jnovak,0,
INV-003534,Alza.cz a.s.,office_supply,5930.23,2025-11-13,2025-12-02,PO-70750,CC-202,kvarga,0,
INV-003535,Havel & Partners,legal,54799.59,2025-03-28,2025-05-09,PO-41064,CC-157,kvarga,0,
INV-003536,Havel & Partners,legal,59362.63,2025-11-24,2025-12-21,PO-72101,CC-188,ldvorak,0,
INV-003537,ČSA a.s.,travel,20488.33,2025-03-21,2025-04-05,PO-78963,CC-311,kvarga,0,
INV-003538,Grafton Recruitment,hr_services,99445.97,2025-06-18,2025-07-04,PO-53856,CC-222,msrnec,0,
INV-003539,Havel & Partners,legal,69456.85,2025-03-27,2025-05-05,PO-16049,CC-235,msrnec,0,
INV-003540,Havel & Partners,legal,91488.91,2025-11-06,2025-12-14,PO-72623,CC-294,kvarga,0,
INV-003541,DHL Express,logistics,14010.31,2025-06-19,2025-07-11,PO-46631,CC-260,kvarga,0,
INV-003542,T-Mobile Czech Republic,telecom,7489.79,2025-03-05,2025-04-14,,CC-226,kvarga,0,
INV-003543,ČSA a.s.,travel,22723.01,2025-12-02,2025-12-31,PO-45075,CC-171,jnovak,0,
INV-003544,JetBrains s.r.o.,software,50000.0,2025-06-17,2025-07-08,,CC-359,tklimes,1,round_sum
INV-003545,AWS EMEA SARL,cloud,30693.83,2025-04-14,2025-05-19,PO-54676,CC-246,kvarga,0,
INV-003546,JetBrains s.r.o.,software,9798.12,2025-09-11,2025-10-23,PO-64535,CC-235,kvarga,0,
INV-003547,Office Depot s.r.o.,office_supply,3722.35,2025-05-15,2025-06-04,PO-18194,CC-259,ldvorak,0,
INV-003548,PPL CZ s.r.o.,logistics,10299.65,2025-01-16,2025-02-12,PO-92702,CC-145,tklimes,0,
INV-003549,Microsoft Ireland Operations,cloud,36788.84,2025-06-17,2025-07-04,PO-38279,CC-333,jnovak,0,
INV-003550,ČSA a.s.,travel,35761.16,2025-04-11,2025-05-17,PO-94328,CC-143,jnovak,0,
INV-003551,KPMG Česká republika,consulting,769135.9,2025-03-31,2025-04-29,PO-12151,CC-168,msrnec,1,amount_outlier
INV-003552,AWS EMEA SARL,cloud,42427.56,2025-05-23,2025-06-27,PO-57022,CC-191,tklimes,0,
INV-003553,AWS EMEA SARL,cloud,31437.74,2025-12-10,2026-01-09,PO-27593,CC-334,tklimes,0,
INV-003554,Lagardère Travel Retail,travel,16694.9,2025-06-23,2025-07-29,,CC-274,tklimes,0,
INV-003555,JetBrains s.r.o.,software,192513.0,2025-08-25,2025-09-18,,CC-191,ldvorak,1,missing_po
INV-003556,Google Cloud EMEA,cloud,34513.63,2025-12-04,2025-12-18,PO-62002,CC-275,msrnec,0,
INV-003557,O2 Czech Republic,telecom,12019.97,2025-03-28,2025-05-11,PO-58650,CC-207,jnovak,0,
INV-003558,Office Depot s.r.o.,office_supply,5363.63,2025-11-06,2025-11-23,PO-12583,CC-323,jnovak,0,
INV-003559,PPL CZ s.r.o.,logistics,10098.75,2025-12-05,2026-01-04,PO-85407,CC-185,msrnec,0,
INV-003560,PPL CZ s.r.o.,logistics,15323.44,2025-02-21,2025-04-01,PO-48648,CC-150,kvarga,0,
INV-003561,Engie Services a.s.,facility,23894.39,2025-01-06,2025-02-08,PO-77590,CC-211,jnovak,0,
INV-003562,Engie Services a.s.,facility,33649.06,2025-03-10,2025-03-28,PO-19956,CC-242,jnovak,0,
INV-003563,Manpower Group s.r.o.,hr_services,111903.63,2025-05-19,2025-06-30,PO-75744,CC-217,ldvorak,0,
INV-003564,Lagardère Travel Retail,travel,10387.12,2025-12-10,2026-01-11,PO-12488,CC-353,msrnec,0,
INV-003565,Google Cloud EMEA,cloud,45961.16,2025-03-18,2025-04-28,PO-37434,CC-161,ldvorak,0,
INV-003566,JetBrains s.r.o.,software,3527.67,2025-09-25,2025-10-20,PO-68470,CC-261,jnovak,0,
INV-003567,PwC Česká republika,consulting,72661.43,2025-09-18,2025-10-09,PO-65442,CC-184,msrnec,0,
INV-003568,ČSA a.s.,travel,18160.21,2025-02-07,2025-03-20,PO-89410,CC-319,jnovak,0,
INV-003569,Pražská plynárenská a.s.,utilities,13252.27,2025-09-15,2025-10-13,PO-13142,CC-153,tklimes,0,
INV-003570,Google Cloud EMEA,cloud,39965.22,2025-01-17,2025-02-23,,CC-141,msrnec,0,
INV-003571,Microsoft Ireland Operations,cloud,200000.0,2025-02-07,2025-03-01,PO-40612,CC-110,ldvorak,1,round_sum
INV-003572,KPMG Česká republika,consulting,68867.96,2025-03-31,2025-05-06,PO-17629,CC-387,ldvorak,0,
INV-003573,Pražská plynárenská a.s.,utilities,20917.71,2025-02-28,2025-03-28,PO-40696,CC-310,jnovak,0,
INV-003574,JetBrains s.r.o.,software,6727.8,2025-03-04,2025-03-31,PO-89821,CC-384,jnovak,0,
INV-003575,Booking.com,travel,8166.25,2025-01-23,2025-02-07,PO-82362,CC-276,kvarga,0,
INV-003576,Deloitte Advisory s.r.o.,consulting,82319.68,2025-10-16,2025-11-02,PO-43304,CC-118,ldvorak,0,
INV-003577,Manpower Group s.r.o.,hr_services,74280.78,2025-01-13,2025-02-03,PO-87009,CC-184,tklimes,0,
INV-003578,ČEZ Distribuce a.s.,utilities,37342.68,2025-06-19,2025-07-03,PO-24759,CC-132,tklimes,0,
INV-003579,PwC Česká republika,consulting,56008.58,2025-06-07,2025-07-11,PO-70030,CC-383,kvarga,1,duplicate
INV-003580,Google Cloud EMEA,cloud,40780.29,2025-02-06,2025-03-15,PO-65391,CC-375,kvarga,0,
INV-003581,Microsoft Ireland Operations,cloud,34292.9,2025-07-31,2025-09-11,PO-58509,CC-350,msrnec,0,
INV-003582,Office Depot s.r.o.,office_supply,8027.02,2025-12-10,2026-01-10,PO-33478,CC-244,msrnec,0,
INV-003583,Alza.cz a.s.,office_supply,8216.41,2025-12-01,2025-12-18,PO-33794,CC-346,jnovak,0,
INV-003584,Booking.com,travel,12988.45,2025-06-17,2025-07-09,PO-93183,CC-203,ldvorak,0,
INV-003585,Booking.com,travel,6764.39,2025-08-21,2025-10-03,PO-95922,CC-250,jnovak,0,
INV-003586,PwC Česká republika,consulting,46471.08,2025-02-19,2025-03-29,PO-76347,CC-308,jnovak,0,
INV-003587,Havel & Partners,legal,48669.63,2025-03-28,2025-04-20,PO-99477,CC-192,msrnec,0,
INV-003588,Booking.com,travel,8751.8,2025-05-22,2025-06-16,,CC-325,kvarga,0,
INV-003589,Makro Cash & Carry,catering,9230.39,2025-06-04,2025-07-08,PO-92384,CC-189,tklimes,0,
INV-003590,Alza.cz a.s.,office_supply,11218.15,2025-12-16,2026-01-15,PO-61286,CC-294,tklimes,0,
INV-003591,Lagardère Travel Retail,travel,10481.68,2025-07-15,2025-08-23,PO-49110,CC-207,kvarga,0,
INV-003592,KPMG Česká republika,consulting,62811.82,2025-03-17,2025-04-25,PO-89056,CC-171,ldvorak,0,
INV-003593,Office Depot s.r.o.,office_supply,2902.56,2025-11-07,2025-12-04,PO-76544,CC-144,msrnec,0,
INV-003594,Alza.cz a.s.,office_supply,4752.35,2025-03-21,2025-04-23,PO-69796,CC-189,ldvorak,0,
INV-003595,Microsoft Ireland Operations,cloud,30755.0,2025-10-24,2025-12-04,PO-38980,CC-203,kvarga,0,
INV-003596,AdHoc Trading s.r.o. #1347,consulting,314533.78,2025-09-04,2025-10-16,PO-49113,CC-329,msrnec,1,new_vendor_high
INV-003597,Office Depot s.r.o.,office_supply,3877.51,2025-08-18,2025-09-11,PO-96050,CC-141,kvarga,0,
INV-003598,Grafton Recruitment,hr_services,116217.35,2025-03-03,2025-04-08,PO-75924,CC-366,kvarga,0,
INV-003599,Manpower Group s.r.o.,hr_services,104320.82,2025-02-19,2025-03-09,PO-25990,CC-321,msrnec,0,
INV-003600,PwC Česká republika,consulting,141537.04,2025-11-07,2025-11-25,PO-40536,CC-205,kvarga,0,
INV-003601,JetBrains s.r.o.,software,11673.12,2025-11-04,2025-12-14,PO-51983,CC-132,ldvorak,0,
INV-003602,Pražská plynárenská a.s.,utilities,14209.25,2025-03-07,2025-03-28,PO-30559,CC-176,msrnec,0,
INV-003603,Google Cloud EMEA,cloud,28561.76,2025-01-13,2025-02-09,PO-59016,CC-284,jnovak,0,
INV-003604,Red Hat Czech s.r.o.,software,67957.16,2025-02-24,2025-03-30,PO-70676,CC-193,msrnec,0,
INV-003605,O2 Czech Republic,telecom,17959.65,2025-12-04,2026-01-03,PO-33381,CC-202,kvarga,0,
INV-003606,PPL CZ s.r.o.,logistics,50000.0,2025-07-17,2025-08-23,PO-81576,CC-100,msrnec,1,round_sum
INV-003607,Microsoft Ireland Operations,cloud,36249.91,2025-11-10,2025-12-22,PO-20035,CC-292,msrnec,0,
INV-003608,Alza.cz a.s.,office_supply,7823.12,2025-05-15,2025-06-07,PO-75874,CC-317,jnovak,0,
INV-003609,ČEZ Distribuce a.s.,utilities,40890.91,2025-07-23,2025-08-25,PO-16624,CC-174,tklimes,0,
INV-003610,AWS EMEA SARL,cloud,38741.51,2025-06-09,2025-07-14,PO-89591,CC-371,tklimes,0,
INV-003611,Office Depot s.r.o.,office_supply,4018.85,2025-10-08,2025-10-30,PO-23122,CC-126,ldvorak,0,
INV-003612,Office Depot s.r.o.,office_supply,2241.03,2025-07-04,2025-08-06,PO-89990,CC-313,msrnec,0,
INV-003613,Booking.com,travel,7644.05,2025-05-13,2025-06-06,PO-11200,CC-299,tklimes,0,
INV-003614,JetBrains s.r.o.,software,6262.82,2025-06-10,2025-06-30,PO-30470,CC-300,jnovak,0,
INV-003615,Office Depot s.r.o.,office_supply,8057.9,2025-10-20,2025-11-28,PO-11651,CC-145,ldvorak,0,
INV-003616,Lagardère Travel Retail,travel,250000.0,2025-03-27,2025-05-05,PO-70876,CC-244,kvarga,1,round_sum
INV-003617,Booking.com,travel,16456.32,2025-07-02,2025-07-25,PO-89697,CC-171,ldvorak,0,
INV-003618,AWS EMEA SARL,cloud,30294.32,2025-03-06,2025-03-24,PO-34797,CC-386,tklimes,0,
INV-003619,Microsoft Ireland Operations,cloud,37928.86,2025-03-13,2025-04-09,PO-79302,CC-201,ldvorak,0,
INV-003620,Deloitte Advisory s.r.o.,consulting,104720.25,2025-08-05,2025-09-16,PO-69375,CC-195,tklimes,0,
INV-003621,Red Hat Czech s.r.o.,software,113187.78,2025-06-03,2025-07-14,PO-96327,CC-250,tklimes,0,
INV-003622,Deloitte Advisory s.r.o.,consulting,69347.45,2025-08-29,2025-09-26,PO-34377,CC-119,tklimes,0,
INV-003623,Microsoft Ireland Operations,cloud,31710.55,2025-09-02,2025-10-01,PO-50373,CC-195,kvarga,0,
INV-003624,PwC Česká republika,consulting,93181.7,2025-10-13,2025-11-19,PO-62104,CC-213,tklimes,0,
INV-003625,Microsoft Ireland Operations,cloud,35141.6,2025-05-06,2025-06-05,PO-74416,CC-311,jnovak,0,
INV-003626,AdHoc Trading s.r.o. #7879,consulting,259097.39,2025-08-13,2025-09-05,PO-27793,CC-308,ldvorak,1,new_vendor_high
INV-003627,Booking.com,travel,13321.23,2025-05-20,2025-06-25,PO-82921,CC-380,jnovak,0,
INV-003628,Google Cloud EMEA,cloud,42042.98,2025-10-15,2025-11-04,PO-50795,CC-324,tklimes,0,
INV-003629,ČSA a.s.,travel,11310.99,2025-11-20,2025-12-14,PO-14192,CC-387,tklimes,0,
INV-003630,Grafton Recruitment,hr_services,82000.3,2025-11-27,2026-01-01,PO-65254,CC-110,jnovak,0,
INV-003631,Manpower Group s.r.o.,hr_services,102073.08,2025-02-28,2025-04-06,PO-19123,CC-139,jnovak,0,
INV-003632,Engie Services a.s.,facility,18924.69,2025-12-18,2026-01-08,PO-32039,CC-117,kvarga,0,
INV-003633,O2 Czech Republic,telecom,8390.57,2025-01-09,2025-02-19,PO-80383,CC-393,jnovak,0,
INV-003634,ČSA a.s.,travel,9398.16,2025-10-14,2025-11-02,PO-34425,CC-382,jnovak,0,
INV-003635,Kinstellar s.r.o.,legal,56729.31,2025-01-23,2025-02-10,PO-47217,CC-145,jnovak,0,
INV-003636,KPMG Česká republika,consulting,103609.61,2025-09-15,2025-10-17,PO-86335,CC-115,ldvorak,0,
INV-003637,Makro Cash & Carry,catering,10599.08,2025-11-04,2025-12-17,PO-98037,CC-399,msrnec,0,
INV-003638,Makro Cash & Carry,catering,10074.9,2025-08-12,2025-08-28,,CC-284,ldvorak,0,
INV-003639,Google Cloud EMEA,cloud,26338.98,2025-09-30,2025-10-20,PO-34298,CC-350,msrnec,0,
INV-003640,Manpower Group s.r.o.,hr_services,133613.66,2025-02-12,2025-02-27,PO-65462,CC-152,kvarga,0,
INV-003641,Deloitte Advisory s.r.o.,consulting,77305.14,2025-02-13,2025-03-12,PO-74522,CC-179,tklimes,0,
INV-003642,AWS EMEA SARL,cloud,30503.86,2025-07-29,2025-08-15,PO-91112,CC-387,jnovak,0,
INV-003643,Office Depot s.r.o.,office_supply,3384.33,2025-04-25,2025-06-04,PO-92121,CC-218,jnovak,0,
INV-003644,Alza.cz a.s.,office_supply,11328.89,2025-03-12,2025-03-29,PO-24891,CC-205,ldvorak,0,
INV-003645,Google Cloud EMEA,cloud,36955.8,2025-04-07,2025-05-17,PO-45481,CC-138,ldvorak,0,
INV-003646,Booking.com,travel,10510.89,2025-10-06,2025-11-06,PO-35616,CC-104,jnovak,0,
INV-003647,ČSA a.s.,travel,13966.88,2025-05-28,2025-07-05,PO-73305,CC-165,tklimes,0,
INV-003648,Havel & Partners,legal,69100.37,2025-11-19,2025-12-10,PO-79316,CC-170,tklimes,0,
INV-003649,Alza.cz a.s.,office_supply,7403.37,2025-05-13,2025-06-24,PO-63714,CC-206,jnovak,0,
INV-003650,ČEZ Distribuce a.s.,utilities,45598.12,2025-07-29,2025-08-13,PO-17456,CC-132,ldvorak,0,
INV-003651,PwC Česká republika,consulting,82376.87,2025-05-23,2025-06-26,PO-20415,CC-238,msrnec,0,
INV-003652,JetBrains s.r.o.,software,5270.26,2025-10-13,2025-10-27,PO-82708,CC-176,tklimes,0,
INV-003653,PwC Česká republika,consulting,138515.18,2025-10-10,2025-10-27,PO-15852,CC-109,jnovak,0,
INV-003654,Engie Services a.s.,facility,19402.63,2025-01-03,2025-01-28,PO-20906,CC-222,jnovak,0,
INV-003655,Microsoft Ireland Operations,cloud,32878.4,2025-09-02,2025-10-07,PO-44312,CC-282,msrnec,0,
INV-003656,Office Depot s.r.o.,office_supply,7377.64,2025-02-05,2025-02-27,PO-41668,CC-196,jnovak,0,
INV-003657,Manpower Group s.r.o.,hr_services,101814.43,2025-01-15,2025-02-04,PO-50901,CC-139,msrnec,0,
INV-003658,Lagardère Travel Retail,travel,13137.84,2025-06-19,2025-07-27,PO-95615,CC-254,kvarga,0,
INV-003659,Manpower Group s.r.o.,hr_services,80194.76,2025-06-30,2025-07-31,PO-37024,CC-331,ldvorak,0,
INV-003660,T-Mobile Czech Republic,telecom,7378.61,2025-05-16,2025-06-08,PO-64524,CC-119,tklimes,0,
INV-003661,Alza.cz a.s.,office_supply,5065.17,2025-11-24,2025-12-24,PO-59324,CC-120,tklimes,0,
INV-003662,PPL CZ s.r.o.,logistics,13772.55,2025-01-27,2025-02-25,PO-81422,CC-105,kvarga,0,
INV-003663,Deloitte Advisory s.r.o.,consulting,107400.46,2025-06-17,2025-07-01,PO-68037,CC-280,ldvorak,0,
INV-003664,Microsoft Ireland Operations,cloud,31525.9,2025-03-19,2025-04-30,PO-69399,CC-273,tklimes,0,
INV-003665,O2 Czech Republic,telecom,13100.28,2025-03-25,2025-04-18,PO-86341,CC-182,ldvorak,0,
INV-003666,Office Depot s.r.o.,office_supply,3559.95,2025-05-16,2025-06-06,PO-53031,CC-338,ldvorak,0,
INV-003667,Havel & Partners,legal,69283.94,2025-04-07,2025-04-30,PO-40540,CC-318,msrnec,0,
INV-003668,Booking.com,travel,3108.93,2025-05-06,2025-05-31,PO-83277,CC-197,msrnec,0,
INV-003669,Engie Services a.s.,facility,27937.29,2025-04-04,2025-05-12,PO-60040,CC-150,msrnec,0,
INV-003670,DHL Express,logistics,12514.4,2025-05-20,2025-06-10,PO-97850,CC-371,msrnec,0,
INV-003671,Microsoft Ireland Operations,cloud,24018.9,2025-09-17,2025-10-26,PO-24015,CC-227,msrnec,0,
INV-003672,ČSA a.s.,travel,22538.47,2025-02-07,2025-02-24,PO-62629,CC-104,kvarga,0,
INV-003673,PwC Česká republika,consulting,99139.22,2025-07-15,2025-08-07,PO-30933,CC-386,jnovak,0,
INV-003674,Booking.com,travel,11831.01,2025-02-19,2025-03-07,,CC-115,jnovak,0,
INV-003675,Booking.com,travel,10014.03,2025-07-24,2025-09-05,PO-46405,CC-380,msrnec,0,
INV-003676,Pražská plynárenská a.s.,utilities,8296.37,2025-09-01,2025-09-18,PO-97329,CC-189,kvarga,0,
INV-003677,Booking.com,travel,5517.46,2025-10-14,2025-11-15,PO-97933,CC-156,tklimes,0,
INV-003678,ČEZ Distribuce a.s.,utilities,34890.0,2025-09-09,2025-10-17,PO-45731,CC-196,jnovak,0,
INV-003679,ČSA a.s.,travel,1319.67,2025-11-11,2025-12-24,PO-30375,CC-257,jnovak,0,
INV-003680,AdHoc Trading s.r.o. #3593,consulting,342128.05,2025-04-29,2025-05-16,PO-58442,CC-306,jnovak,1,new_vendor_high
INV-003681,Alza.cz a.s.,office_supply,8741.37,2025-03-05,2025-04-07,PO-74237,CC-394,jnovak,0,
INV-003682,DHL Express,logistics,17725.55,2025-05-28,2025-06-18,PO-89752,CC-398,jnovak,0,
INV-003683,PwC Česká republika,consulting,72734.33,2025-08-07,2025-09-18,PO-62027,CC-381,kvarga,0,
INV-003684,T-Mobile Czech Republic,telecom,12257.77,2025-09-24,2025-11-02,PO-41437,CC-216,kvarga,0,
INV-003685,O2 Czech Republic,telecom,15284.72,2025-05-09,2025-06-22,PO-51747,CC-314,tklimes,0,
INV-003686,ČEZ Distribuce a.s.,utilities,46039.44,2025-11-18,2025-12-17,PO-24699,CC-234,tklimes,0,
INV-003687,O2 Czech Republic,telecom,16940.97,2025-09-15,2025-10-01,PO-78698,CC-224,ldvorak,0,
INV-003688,Havel & Partners,legal,77363.11,2025-06-26,2025-07-22,PO-83575,CC-319,jnovak,0,
INV-003689,PwC Česká republika,consulting,20276.11,2025-10-06,2025-11-01,PO-28207,CC-260,ldvorak,0,
INV-003690,Red Hat Czech s.r.o.,software,73524.38,2025-06-04,2025-06-21,PO-27961,CC-279,kvarga,0,
INV-003691,AWS EMEA SARL,cloud,57293.37,2025-07-22,2025-08-21,PO-82184,CC-233,tklimes,0,
INV-003692,Pražská plynárenská a.s.,utilities,12212.22,2025-07-30,2025-08-16,,CC-371,jnovak,0,
INV-003693,PPL CZ s.r.o.,logistics,16778.41,2025-04-08,2025-04-25,PO-63553,CC-151,jnovak,0,
INV-003694,Havel & Partners,legal,33731.9,2025-07-09,2025-07-30,PO-83065,CC-363,tklimes,0,
INV-003695,AWS EMEA SARL,cloud,25784.98,2025-05-23,2025-06-20,PO-59023,CC-299,jnovak,0,
INV-003696,Makro Cash & Carry,catering,7147.7,2025-05-10,2025-06-04,PO-86978,CC-106,msrnec,1,off_hours
INV-003697,Engie Services a.s.,facility,30787.82,2025-03-27,2025-04-26,PO-61552,CC-365,tklimes,0,
INV-003698,Red Hat Czech s.r.o.,software,78481.89,2025-03-04,2025-04-16,PO-13482,CC-263,msrnec,0,
INV-003699,Office Depot s.r.o.,office_supply,2303.35,2025-06-17,2025-07-23,PO-82728,CC-353,msrnec,0,
INV-003700,Grafton Recruitment,hr_services,61350.3,2025-01-28,2025-02-11,PO-10784,CC-260,kvarga,0,
INV-003701,Havel & Partners,legal,82670.37,2025-11-26,2025-12-21,PO-32837,CC-164,jnovak,0,
INV-003702,Manpower Group s.r.o.,hr_services,138776.43,2025-09-01,2025-09-18,PO-95895,CC-380,kvarga,0,
INV-003703,Pražská plynárenská a.s.,utilities,20544.6,2025-06-06,2025-07-20,PO-40777,CC-135,kvarga,0,
INV-003704,Alza.cz a.s.,office_supply,8720.04,2025-01-29,2025-03-10,PO-12685,CC-215,msrnec,0,
INV-003705,KPMG Česká republika,consulting,29426.62,2025-01-28,2025-03-07,PO-87702,CC-126,kvarga,0,
INV-003706,PwC Česká republika,consulting,102670.72,2025-02-13,2025-03-01,PO-21467,CC-202,kvarga,0,
INV-003707,Manpower Group s.r.o.,hr_services,125218.03,2025-02-14,2025-03-11,PO-12341,CC-206,msrnec,0,
INV-003708,JetBrains s.r.o.,software,8614.57,2025-04-09,2025-05-05,PO-46349,CC-395,ldvorak,0,
INV-003709,Makro Cash & Carry,catering,11276.05,2025-03-28,2025-05-10,PO-50801,CC-114,jnovak,0,
INV-003710,PwC Česká republika,consulting,111928.66,2025-03-21,2025-04-08,PO-61565,CC-247,ldvorak,0,
INV-003711,Kinstellar s.r.o.,legal,36010.33,2025-08-22,2025-09-23,PO-98413,CC-161,jnovak,0,
INV-003712,Booking.com,travel,11845.92,2025-04-09,2025-05-12,PO-10494,CC-114,jnovak,0,
INV-003713,Alza.cz a.s.,office_supply,7151.69,2025-06-03,2025-07-16,PO-11122,CC-207,msrnec,0,
INV-003714,Booking.com,travel,7904.25,2025-05-15,2025-06-17,PO-30480,CC-355,kvarga,0,
INV-003715,PwC Česká republika,consulting,89029.67,2025-07-18,2025-08-08,PO-12061,CC-226,ldvorak,0,
INV-003716,Makro Cash & Carry,catering,12045.42,2025-07-08,2025-07-27,PO-30202,CC-386,jnovak,0,
INV-003717,DHL Express,logistics,500.0,2025-10-02,2025-10-19,PO-51384,CC-285,ldvorak,0,
INV-003718,Alza.cz a.s.,office_supply,8565.84,2025-10-20,2025-11-21,PO-89147,CC-136,ldvorak,0,
INV-003719,DHL Express,logistics,15207.42,2025-02-27,2025-04-12,PO-41998,CC-291,msrnec,0,
INV-003720,Alza.cz a.s.,office_supply,13761.25,2025-12-16,2026-01-12,PO-79488,CC-331,ldvorak,0,
INV-003721,Google Cloud EMEA,cloud,51243.85,2025-07-14,2025-08-05,PO-87163,CC-381,tklimes,0,
INV-003722,ČSA a.s.,travel,32452.94,2025-10-13,2025-11-09,PO-19415,CC-309,jnovak,0,
INV-003723,Microsoft Ireland Operations,cloud,27398.35,2025-07-28,2025-08-22,PO-31687,CC-244,ldvorak,0,
INV-003724,Havel & Partners,legal,73982.06,2025-03-25,2025-04-30,PO-63295,CC-169,jnovak,0,
INV-003725,Red Hat Czech s.r.o.,software,70237.89,2025-09-04,2025-09-19,PO-41398,CC-214,msrnec,0,
INV-003726,Makro Cash & Carry,catering,10551.27,2025-02-07,2025-03-18,PO-73475,CC-287,kvarga,0,
INV-003727,PwC Česká republika,consulting,94104.32,2025-11-14,2025-11-28,PO-51272,CC-161,jnovak,0,
INV-003728,Kinstellar s.r.o.,legal,63846.41,2025-12-31,2026-02-11,PO-82783,CC-213,ldvorak,0,
INV-003729,PPL CZ s.r.o.,logistics,79783.87,2025-06-24,2025-08-07,PO-54116,CC-125,tklimes,1,amount_outlier
INV-003730,AWS EMEA SARL,cloud,42502.25,2025-07-16,2025-08-29,PO-99813,CC-220,kvarga,0,
INV-003731,Engie Services a.s.,facility,200000.0,2025-06-23,2025-07-14,PO-81396,CC-162,kvarga,1,round_sum
INV-003732,Havel & Partners,legal,43234.36,2025-07-22,2025-08-22,PO-71238,CC-366,kvarga,0,
INV-003733,Google Cloud EMEA,cloud,38301.34,2025-07-16,2025-08-01,PO-63148,CC-101,kvarga,0,
INV-003734,Engie Services a.s.,facility,25387.11,2025-03-21,2025-04-24,PO-27566,CC-195,tklimes,0,
INV-003735,PPL CZ s.r.o.,logistics,11893.73,2025-09-19,2025-10-24,PO-85888,CC-281,tklimes,0,
INV-003736,Kinstellar s.r.o.,legal,72690.48,2025-03-07,2025-03-23,PO-14708,CC-113,jnovak,0,
INV-003737,Red Hat Czech s.r.o.,software,75313.42,2025-03-10,2025-04-09,PO-24536,CC-399,msrnec,0,
INV-003738,Microsoft Ireland Operations,cloud,53611.87,2025-07-29,2025-09-02,PO-41741,CC-147,ldvorak,0,
INV-003739,Booking.com,travel,1274.19,2025-01-22,2025-02-08,PO-90140,CC-248,jnovak,0,
INV-003740,Pražská plynárenská a.s.,utilities,15725.12,2025-02-13,2025-03-17,PO-16622,CC-166,ldvorak,0,
INV-003741,Red Hat Czech s.r.o.,software,99022.44,2025-06-04,2025-07-05,PO-93034,CC-342,jnovak,0,
INV-003742,ČEZ Distribuce a.s.,utilities,29391.72,2025-12-23,2026-01-28,PO-78501,CC-253,msrnec,0,
INV-003743,Engie Services a.s.,facility,31598.18,2025-12-16,2026-01-20,PO-33147,CC-218,tklimes,0,
INV-003744,PwC Česká republika,consulting,68083.83,2025-08-28,2025-10-11,PO-76889,CC-277,jnovak,0,
INV-003745,AdHoc Trading s.r.o. #6674,consulting,373580.72,2025-02-13,2025-03-29,PO-42291,CC-205,jnovak,1,new_vendor_high
INV-003746,T-Mobile Czech Republic,telecom,7643.22,2025-09-18,2025-10-15,PO-63428,CC-309,jnovak,0,
INV-003747,ČEZ Distribuce a.s.,utilities,43085.68,2025-03-20,2025-04-28,,CC-304,ldvorak,0,
INV-003748,Google Cloud EMEA,cloud,31855.02,2025-11-03,2025-11-26,PO-68279,CC-345,ldvorak,0,
INV-003749,Engie Services a.s.,facility,25375.53,2025-05-16,2025-06-08,PO-28359,CC-242,ldvorak,0,
INV-003750,Pražská plynárenská a.s.,utilities,18912.21,2025-09-29,2025-11-08,PO-33745,CC-259,msrnec,0,
INV-003751,Office Depot s.r.o.,office_supply,6891.38,2025-11-28,2026-01-07,PO-27827,CC-377,kvarga,0,
INV-003752,Makro Cash & Carry,catering,5498.49,2025-09-12,2025-10-09,PO-39052,CC-181,ldvorak,0,
INV-003753,Microsoft Ireland Operations,cloud,29857.12,2025-09-30,2025-11-12,PO-93848,CC-152,tklimes,0,
INV-003754,Makro Cash & Carry,catering,8047.41,2025-09-19,2025-10-17,,CC-282,ldvorak,0,
INV-003755,Red Hat Czech s.r.o.,software,102959.97,2025-01-15,2025-02-15,PO-29811,CC-148,tklimes,0,
